page_ark,catalog_no,section,name,vintage,perprice,caseprice,bottle_type,type,wine_type,color,country,xy
d7pp4q-023,83,American Champagne,Almaden Brut (California),0,5.75,62.1,Standard,wine,Sparkling,White,United States of America,"{2016,-1674}"
d7pp4q-023,95,American Champagne,Great Western Brut (New York),0,5.79,63.53,Standard,wine,Sparkling,White,United States of America,"{2020,-1734}"
d7pp4q-023,85,American Champagne,Charles Fournier Blanc de Blancs (New York),1971,6.95,75.06,Standard,wine,Sparkling,White,United States of America,"{2024,-1798}"
d7pp4q-023,127,American Champagne,Hanns Kornell Brut (California),0,6.92,78.8,Standard,wine,Sparkling,White,United States of America,"{2032,-1909}"
d7pp4q-023,1147,American Champagne,Mirassou Champagne Au Natural (California),1973,7.99,86,Standard,wine,Sparkling,White,United States of America,"{2028,-1981}"
d7pp4q-023,44,American Champagne,Domaine Chandon Brut (California),0,8.99,97.09,Standard,wine,Sparkling,White,United States of America,"{2040,-2096}"
d7pp4q-023,48,American Champagne,Domaine Chandon Pinot Noir Brut,0,8.99,97.09,Standard,wine,Sparkling,Red,United States of America,"{2028,-2442}"
d7pp4q-023,17,American Champagne,Schramsberg Blanc de Blancs,1974,10.5,0,Standard,wine,Sparkling,White,United States of America,"{2044,-2753}"
d7pp4q-023,87,Coteaux Champenois,Charbaut Blanc de Blancs Coteaux Champenois,0,3.99,43.1,Standard,wine,Still,White,France,"{2200,-4325}"
d7pp4q-023,6,Coteaux Champenois,Ayala Blanc de Blancs Coteaux Champenois,0,4.59,52.35,Standard,wine,Still,White,France,"{2228,-4552}"
d7pp4q-023,130,Coteaux Champenois,Bollinger Natu Coteaux Champenois,0,4.89,52.82,Standard,wine,Still,White,France,"{2220,-4771}"
d7pp4q-023,104,Coteaux Champenois,"Saran Natur, Chateau de Saran",0,11.49,124.09,Standard,wine,Still,White,France,"{2240,-4998}"
d7pp4q-023,120,French Champagne,Marcel Pere Brut,0,7.49,85.5,Standard,wine,Sparkling,White,France,"{344,-1475}"
d7pp4q-023,32,French Champagne,Lanson Black Label Brut,0,7.99,86.29,Standard,wine,Sparkling,White,France,"{372,-1682}"
d7pp4q-023,57,French Champagne,Marcel Pere Brut,1970,8.49,92.5,Standard,wine,Sparkling,White,France,"{368,-1821}"
d7pp4q-023,94,French Champagne,Perrier Jouet Brut,0,8.95,96.66,Standard,wine,Sparkling,White,France,"{352,-2005}"
d7pp4q-023,98,French Champagne,Ayala Gold Label Brut,1970,8.99,105,Standard,wine,Sparkling,White,France,"{376,-2387}"
d7pp4q-023,121,French Champagne,Charbaut Blanc de Blancs,1972,9.99,108,Standard,wine,Sparkling,White,France,"{384,-2434}"
d7pp4q-023,152,French Champagne,Bollinger Brut,0,10.95,118.26,Standard,wine,Sparkling,White,France,"{388,-2486}"
d7pp4q-023,105,French Champagne,Perrier Jouet Brut,1971,10.95,118.26,Standard,wine,Sparkling,White,France,"{388,-2542}"
d7pp4q-023,35,French Champagne,Pol Roger Brut,0,10.95,118.25,Standard,wine,Sparkling,White,France,"{392,-2598}"
d7pp4q-023,49,French Champagne,Moet & Chandon Brut Imperial,0,10.99,118.69,Standard,wine,Sparkling,White,France,"{384,-2653}"
d7pp4q-023,11,French Champagne,Charles Heidsieck Brut,0,10.99,118.69,Standard,wine,Sparkling,White,France,"{392,-2701}"
d7pp4q-023,4,French Champagne,Moet & Chandon Silver Jubilee Cuvee,0,12.99,140.29,Standard,wine,Sparkling,White,France,"{396,-2761}"
d7pp4q-023,39,French Champagne,Dom Ruinart Blanc de Blancs,1969,12.99,140.29,Standard,wine,Sparkling,White,France,"{392,-3083}"
d7pp4q-023,34,French Champagne,Louis Roederer Brut,1971,12.99,140.29,Standard,wine,Sparkling,White,France,"{400,-3183}"
d7pp4q-023,247,French Champagne,Moet & Chandon Brut,1971,13.99,151.09,Standard,wine,Sparkling,White,France,"{404,-3298}"
d7pp4q-023,56,French Champagne,Mumm's Cordon Rouge Brut,1971,13.99,151.09,Standard,wine,Sparkling,White,France,"{408,-3350}"
d7pp4q-023,71,French Champagne,Bollinger Brut,1970,14.89,160.95,Standard,wine,Sparkling,White,France,"{404,-3402}"
d7pp4q-023,18,French Champagne,Clicquot Yellow Label Brut,0,15.25,173.85,Standard,wine,Sparkling,White,France,"{412,-3457}"
d7pp4q-023,106,French Champagne,Piper Heidsieck Brut,1971,15.89,171.61,Standard,wine,Sparkling,White,France,"{408,-3513}"
d7pp4q-023,76,French Champagne,Mumm's Renee Lalou,1971,17.99,194.29,Standard,wine,Sparkling,White,France,"{408,-3565}"
d7pp4q-023,91,French Champagne,Krug Brut Reserve,0,19.95,215.46,Standard,wine,Sparkling,White,France,"{412,-3620}"
d7pp4q-023,5,French Champagne,Bollinger R.D.,1969,19.95,215.75,Standard,wine,Sparkling,White,France,"{416,-3696}"
d7pp4q-023,61,French Champagne,Krug Blanc de Blancs,1969,22.5,243,Standard,wine,Sparkling,White,France,"{412,-3927}"
d7pp4q-023,36,French Champagne,Perrier Jouet Fleur de France,1971,24.95,269.45,Standard,wine,Sparkling,White,France,"{416,-3999}"
d7pp4q-023,30,French Champagne,Moet & Chandon Dom Perignon,1970,29.89,322.81,Standard,wine,Sparkling,White,France,"{424,-4217}"
d7pp4q-023,20,French Champagne,Laurent Perrier Grand Siecle,1970,29.89,322.9,Standard,wine,Sparkling,White,France,"{420,-4333}"
d7pp4q-023,15,French Champagne,Louis Roederer Cristal,1973,29.95,323.46,Standard,wine,Sparkling,White,France,"{428,-4428}"
d7pp4q-023,55,French Champagne,Taittinger Blanc de Blancs,1970,29.98,330.98,Standard,wine,Sparkling,White,France,"{428,-4492}"
d7pp4q-023,114,French Champagnes,Charbaut Blanc de Blancs Brut,0,8.99,97.09,Standard,wine,Sparkling,White,France,"{380,-2331}"
d7pp4q-023,64,French Champange,Taittinger Brut La Francaise,0,13.98,154.34,Standard,wine,Sparkling,White,France,"{408,-3246}"
d7pp4q-023,81,Other European Sparkling Wines,Boyer Brut Blanc de Blancs,1975,4.99,57.5,Standard,wine,Sparkling,White,France,"{2172,-3107}"
d7pp4q-023,31,Other European Sparkling Wines,Fragny Blanc de Blancs,0,5.49,59.29,Standard,wine,Sparkling,White,France,"{2200,-3394}"
d7pp4q-023,1183,Other European Sparkling Wines,Kriter Brut,0,5.99,64.69,Standard,wine,Sparkling,White,France,"{2200,-3501}"
d7pp4q-023,77,Other European Sparkling Wines,"Asti Spumante, Cinzano",0,6.69,72.75,Standard,wine,Sparkling,White,Italy,"{2212,-3628}"
d7pp4q-023,112,Other European Sparkling Wines,Chauvenet Red Cap,0,6.99,75.49,Standard,wine,Sparkling,Red,France,"{2224,-3740}"
d7pp4q-023,24,Other European Sparkling Wines,Henkell Trocken,0,7.99,86.29,Standard,wine,Sparkling,White,Germany,"{2224,-3855}"
d7pp4q-023,25,Pommery & Greno Brut,Pommery & Greno Brut,0,8.99,97.09,Standard,wine,Sparkling,White,France,"{364,-2200}"
d7ps3c-002,80,Champagnes on Sale,Moet & Chandon Dom Perignon,1961,14.5,156.6,Standard,wine,Sparkling,White,France,"{2027,-2288}"
d7ps3c-002,110,Champagnes on Sale,PIERRE CARTIER BRUT ROSE,,4.95,53.51,Standard,wine,Sparkling,White,France,"{424,-2296}"
d7ps3c-002,36,Champagnes on Sale,MARCEL PERE ET FILS BRUT,1961,4.99,56.5,Standard,wine,Sparkling,White,France,"{424,-2842}"
d7ps3c-002,28,Champagnes on Sale,MESNIL BLANC DE BLANCS,1961,5.99,68.5,Standard,wine,Sparkling,White,France,"{427,-3034}"
d7ps3c-002,155,Champagnes on Sale,AYALA GOLD LABEL BRUT,1961,5.99,68.5,Standard,wine,Sparkling,White,France,"{435,-3184}"
d7ps3c-002,5039,Champagnes on Sale,Bollinger Brut,,6.35,68.58,Split,wine,Sparkling,White,France,"{416,-3686}"
d7ps3c-002,22,Champagnes on Sale,Pommery & Greno Brut,,7.75,83.39,Standard,wine,Sparkling,White,France,"{420,-4162}"
d7ps3c-002,54,Champagnes on Sale,"CREMANT BLANC DE BLANCS, Roederer",1964,9.25,100,Standard,wine,Sparkling,White,France,"{447,-4651}"
d7ps3c-002,97,Champagnes on Sale,"CHARLES HEIDSIECK CUVEE
ROYAL ",1959,11.95,129.06,Standard,wine,Sparkling,White,France,"{427,-5071}"
d7ps3c-002,2,Other Champagnes and Sparkling Wines,"St. Michel Brut (Finger Lakes, N.Y.)",,2.49,26.9,Standard,wine,Sparkling,White,United States of America,"{2039,-2818}"
d7ps3c-002,5020,Other Champagnes and Sparkling Wines,"ST. MICHEL SPARKLING
BURGUNDY (Finger Lakes, NY)",,2.49,26.9,Standard,wine,Sparkling,White,United States of America,"{2039,-3380}"
d7ps3c-002,81,Other Champagnes and Sparkling Wines,BOYER BRUT (Haut-Savoie),1964,3.49,39.75,Standard,wine,Sparkling,White,France,"{2035,-3889}"
d7ps3c-002,216,Other Champagnes and Sparkling Wines,"GOUIN BLANC DE BLANCS (Aniou, Loire)",,3.99,43.1,Standard,wine,Sparkling,White,France,"{2046,-4309}"
d7ps3c-002,131,Other Champagnes and Sparkling Wines,"GANCIA ASTI SPUMANTI (Piedmont, Italy)",,4.88,52.7,Standard,wine,Sparkling,White,Italy,"{2046,-4684}"
d7ps3c-002,99,Other Champagnes and Sparkling Wines,KORBEL BRUT (California),,4.99,53.89,Standard,wine,Sparkling,White,United States of America,"{2046,-4933}"
d7ps3c-002,37,Other Champagnes and Sparkling Wines,Almaden Blanc de Blancs Brut (California),,6.08,65.66,Standard,wine,Sparkling,White,United States of America,"{2054,-5279}"
d7ps3c-006,285,The Great 1964 Burgundies,GEYREY CHAMBERTIN (Tortochot),1964,3.99,43.1,Standard,wine,Still,Red,France,"{1896,-2265}"
d7ps3c-006,-999,The Great 1964 Burgundies,NUITS ST GEORGES VAUCRAINS (H. Ganzes),1964,4.79,51.75,Standard,wine,Still,Red,France,"{1896,-2614}"
d7ps3c-006,276,The Great 1964 Burgundies,POMMARD (de Courcel),1964,4.49,48.5,Standard,wine,Still,Red,France,"{1896,-2830}"
d7ps3c-006,329,The Great 1964 Burgundies,BOURGOGNE ROUGE (Nicolas),1964,1.99,21.5,Standard,wine,Still,Red,France,"{282,-2990}"
d7ps3c-006,5003,The Great 1964 Burgundies,ECHEZEAUX (Mugneret),1964,4.49,48.5,Standard,wine,Still,Red,France,"{1904,-2994}"
d7ps3c-006,440,The Great 1964 Burgundies,"CHAMBOLLE MUSIGNY, LES
CHARMES (Cambola)",1964,4.49,48.5,Standard,wine,Still,Red,France,"{1904,-3238}"
d7ps3c-006,668,The Great 1964 Burgundies,PINOT NOIR DE MARSANNAY (Clair Dau),1964,2.49,26.9,Standard,wine,Still,Red,France,"{302,-3266}"
d7ps3c-006,759,The Great 1964 Burgundies,POMMARD RUGIENS (Leieune),1964,4.79,51.75,Standard,wine,Still,Red,France,"{1904,-3550}"
d7ps3c-006,571,The Great 1964 Burgundies,COTE DE BEAUNE VILLAGES (Nicolas),1964,2.49,26.9,Standard,wine,Still,Red,France,"{302,-3582}"
d7ps3c-006,-999,The Great 1964 Burgundies,NUITS ST GEORGES VAUCRAINS (H. Ganzes),1964,4.79,51.75,Standard,wine,Still,Red,France,"{1880,-3722}"
d7ps3c-006,362,The Great 1964 Burgundies,CHASSAGNE MONTRACHET (Ramonet),1964,2.99,32.3,Standard,wine,Still,Red,France,"{278,-3839}"
d7ps3c-006,228,The Great 1964 Burgundies,NUITS ST GEORGES VAUCRAINS (H. Ganzes),1964,4.79,51.75,Standard,wine,Still,Red,France,"{1900,-4083}"
d7ps3c-006,250,The Great 1964 Burgundies,SANTENAY (Clair Dau),1964,3.49,37.7,Standard,wine,Still,Red,France,"{318,-4191}"
d7ps3c-006,244,The Great 1964 Burgundies,MONTHELIE (Potinet-Ampeau),1964,3.49,37.7,Standard,wine,Still,Red,France,"{306,-4431}"
d7ps3c-006,394,The Great 1964 Burgundies,CLOS VOUGEOT (Pierre Poupon),1964,5.99,64.7,Standard,wine,Still,Red,France,"{1869,-4439}"
d7ps3c-006,5004,The Great 1964 Burgundies,GRANDS ECHEZEAUX (Muzneret),1964,5.99,64.7,Standard,wine,Still,Red,France,"{1884,-4635}"
d7ps3c-006,338,The Great 1964 Burgundies,ALOXE CORTON (Chandon de Braillès),1964,3.69,39.85,Standard,wine,Still,Red,France,"{326,-4647}"
d7ps3c-006,509,The Great 1964 Burgundies,FIXIN CLOS NAPOLEON (Gelin),1964,3.79,40.95,Standard,wine,Still,Red,France,"{302,-4783}"
d7ps3c-006,1070,The Great 1964 Burgundies,CORTON RENARDES (Prince de Merode),1964,6.59,71.15,Standard,wine,Still,Red,France,"{1884,-4895}"
d7ps3c-006,224,The Great 1964 Burgundies,BEAUNE CENT VIGNES (Duchet),1964,3.79,40.95,Standard,wine,Still,Red,France,"{302,-5027}"
d7ps3c-006,400,The Great 1964 Burgundies,CHAMBERTIN (Tortochot),1964,6.79,74.75,Standard,wine,Still,Red,France,"{1869,-5116}"
d7ps3c-006,-999,The Great 1964 Burgundies,NUITS ST GEORGES VAUCRAINS (H. Ganzes),1964,4.79,51.75,Standard,wine,Still,Red,France,"{302,-5216}"
d7ps3c-006,409,The Great 1964 Burgundies,"LA TACHE (Domaine de la Romanee
Conti)",1964,15.7,169.5,Standard,wine,Still,Red,France,"{1888,-5444}"
d7ps3c-006,-999,The Great 1964 Burgundies,NUITS ST GEORGES VAUCRAINS (H. Ganzes),1964,4.79,51.75,Standard,wine,Still,Red,France,"{298,-5512}"
d7qp41-006,617,The Great White Burgundies,Chablis La Foret,1967,2.19,23.65,Standard,wine,Still,White,France,"{455,-2665}"
d7qp41-014,903,The Wines of America / The Red Wines of America,Almaden Pinot Noir,0,2.29,24.78,Standard,wine,Still,Red,United States of America,"{2132,-3535}"
d7qs3p-005,-1,Champagnes for the Holidays,Pommery & Greno Brut,1947,7.49,80.89,Standard,wine,Sparkling,White,France,"{356,-4148}"
d7qs3p-005,-1,Champagnes for the Holidays,Mumm's Cordon Rouge Brut,1947,8.18,90.01,Standard,wine,Sparkling,White,France,"{340,-4571}"
d7qs3p-005,-1,Champagnes for the Holidays,Louis Roederer Cristal,1947,9,97.18,Standard,wine,Sparkling,White,France,"{348,-5069}"
d7s881-005,120,Why Buy French Champagne before December 31st?,Marcel Pere Et Fils Brut,0,7.99,86.29,Standard,wine,Sparkling,White,France,"{1791,-3392}"
d7s881-005,32,Why Buy French Champagne before December 31st?,Lanson Black Label Brut,0,7.99,86.29,Standard,wine,Still,Red,France,"{1803,-3529}"
d7s881-005,57,Why Buy French Champagne before December 31st?,Marcel Pere Et Fils Brut,1970,8.49,92.5,Standard,wine,Sparkling,White,France,"{1815,-3714}"
d7s881-005,100,Why Buy French Champagne before December 31st?,Michel Guerard Brut,0,10.98,127,Standard,wine,Sparkling,White,France,"{1831,-3896}"
d7s881-005,84,Why Buy French Champagne before December 31st?,Moet & Chandon White Star Extra Dry,0,10.99,118.69,Standard,wine,Sparkling,White,France,"{1807,-4190}"
d7s881-005,49,Why Buy French Champagne before December 31st?,Moet & Chandon Brut Imperial,0,11.89,128.41,Standard,wine,Sparkling,White,France,"{1815,-4391}"
d7s881-005,152,Why Buy French Champagne before December 31st?,Bollinger Special Cuvee Brut,0,12.95,140,Standard,wine,Sparkling,White,France,"{1831,-4545}"
d7s881-005,39,Why Buy French Champagne before December 31st?,Dom Ruinart Blanc de Blancs,1971,13.99,151.25,Standard,wine,Sparkling,White,France,"{1827,-4734}"
d7s881-005,247,Why Buy French Champagne before December 31st?,Moet & Chandon Brut Imperial,1971,14.99,162,Standard,wine,Sparkling,White,France,"{1846,-5077}"
d7s881-005,71,Why Buy French Champagne before December 31st?,Bollinger Brut,1973,17.95,194,Standard,wine,Sparkling,White,France,"{1854,-5194}"
d7s881-005,55,Why Buy French Champagne before December 31st?,Taittinger Blanc de Blancs,1971,34.98,386.18,Standard,wine,Sparkling,White,France,"{1854,-5371}"
d7sg6b-004,250,Red Bordeaux on Sale,Chateau Palmer,1970,15.5,167.4,Standard,wine,Still,Red,France,"{763,-1343}"
d7sg6b-014,123,Champagnes and Sparkling Wines,Sparkling Nectarose (Loire),0,3.99,43.1,Standard,wine,Sparkling,Rosé,France,"{739,-1124}"
d7sg6b-014,144,Champagnes and Sparkling Wines,"Andre Moncier Brut (Finger Lakes, N.Y.)",0,3.99,43.09,Standard,wine,Sparkling,White,United States of America,"{735,-1463}"
d7sg6b-014,81,Champagnes and Sparkling Wines,Boyer Brut Blanc de Blancs,1972,5.49,59.3,Standard,wine,Sparkling,White,France,"{760,-1759}"
d7sg6b-014,120,Champagnes and Sparkling Wines,Marcel Pere Et Fils Brut,0,7.99,86.3,Standard,wine,Sparkling,White,France,"{751,-2255}"
d7sg6b-014,32,Champagnes and Sparkling Wines,Lanson Black Lable Brut,0,10.65,115.02,Standard,wine,Sparkling,White,France,"{751,-2970}"
d7sg6b-014,26,Champagnes and Sparkling Wines,Charles Heidsieck Brut,1969,13.49,145.7,Standard,wine,Sparkling,White,France,"{776,-3286}"
d7sg6b-014,53,Champanges and Sparkling Wines,Schramsberg Blanc de Blancs (California),1972,8.99,97.1,Standard,wine,Sparkling,White,United States of America,"{751,-2538}"
d7tg6n-004,-1,Champagnes for the Holiday,Ledoyen Blanc de Blancs,1959,5.99,68.5,Standard,wine,Sparkling,White,France,"{831,-2612}"
d7tg6n-004,-1,Champagnes for the Holidays,Marcel Pere Et Fils Brut,1959,4.79,52.75,Standard,wine,Sparkling,White,France,"{799,-1913}"
d7tg6n-004,-1,Champagnes for the Holidays,Ayala Gold Label Brut,1959,5.49,60.5,Standard,wine,Sparkling,White,France,"{831,-2245}"
d7tg6n-004,-1,Champagnes for the Holidays,Louis Roederer Cour Royale Brut,0,6.98,75.5,Standard,wine,Sparkling,White,France,"{843,-2995}"
d7tg6n-004,36,French Champagnes-Bottles,Marcel Père Brut,1959,4.79,52.75,Standard,wine,Sparkling,White,France,"{466,-3419}"
d7tg6n-004,155,French Champagnes-Bottles,Ayala Gold Label Brut,1961,5.49,60.5,Standard,wine,Sparkling,White,France,"{478,-3479}"
d7tg6n-004,42,French Champagnes-Bottles,Taittinger Blanc de Blancs,1959,13.69,151.14,Standard,wine,Sparkling,White,France,"{2154,-3491}"
d7tg6n-004,L38,French Champagnes-Bottles,Duminy Brut,1959,5.99,65.95,Standard,wine,Sparkling,White,France,"{462,-3523}"
d7tg6n-004,15,French Champagnes-Bottles,Louis Roederer Cristal,1959,13.8,149,Standard,wine,Sparkling,White,France,"{2150,-3543}"
d7tg6n-004,25,French Champagnes-Bottles,Ledoyen Blanc de Blancs,1959,5.99,68.5,Standard,wine,Sparkling,White,France,"{470,-3579}"
d7tg6n-004,55,French Champagnes-Bottles,Krug Light,0,6.49,70.09,Standard,wine,Sparkling,White,France,"{470,-3634}"
d7tg6n-004,18,French Champagnes-Bottles,Clicquot Yellow Label Brut,0,6.64,71.71,Standard,wine,Sparkling,White,France,"{470,-3682}"
d7tg6n-004,59,French Champagnes-Bottles,Mumm's Extra Dry,0,6.77,74.49,Standard,wine,Sparkling,White,France,"{470,-3742}"
d7tg6n-004,80,French Champagnes-Bottles,Pol Roger Dry Special,0,6.79,73.33,Standard,wine,Sparkling,White,France,"{478,-3798}"
d7tg6n-004,49,French Champagnes-Bottles,Moet & Chandon Brut Imperial,0,6.92,74.74,Standard,wine,Sparkling,White,France,"{474,-3846}"
d7tg6n-004,31,French Champagnes-Bottles,Louis Roederer Cour royale Brut,0,6.98,75.5,Standard,wine,Sparkling,White,France,"{478,-3910}"
d7tg6n-004,11,French Champagnes-Bottles,Charles Heidsieck Brut,0,6.99,75.49,Standard,wine,Sparkling,White,France,"{478,-3966}"
d7tg6n-004,3,French Champagnes-Bottles,Bollinger Brut,0,7.3,78.84,Standard,wine,Sparkling,White,France,"{482,-4018}"
d7tg6n-004,62,French Champagnes-Bottles,Mumm's Cordon Rouge Brut,0,7.43,81.73,Standard,wine,Sparkling,White,France,"{470,-4070}"
d7tg6n-004,91,French Champagnes-Bottles,Krug Brut Reserve Private Cuvee,0,7.95,85.46,Standard,wine,Sparkling,White,France,"{470,-4134}"
d7tg6n-004,64,French Champagnes-Bottles,Taittinger Brut Français,0,7.49,82.69,Standard,wine,Sparkling,White,France,"{462,-4190}"
d7tg6n-004,108,French Champagnes-Bottles,Piper Heidsieck Cuvee Brut,0,7.55,81.54,Standard,wine,Sparkling,White,France,"{466,-4246}"
d7tg6n-004,16,French Champagnes-Bottles,Lanson Brut,1959,8.45,91.26,Standard,wine,Sparkling,White,France,"{466,-4289}"
d7tg6n-004,58,French Champagnes-Bottles,Clicquot Yellow Label Brut,1959,8.72,94.18,Standard,wine,Sparkling,White,France,"{466,-4353}"
d7tg6n-004,68,French Champagnes-Bottles,Roederer Blanc de Blancs,1960,8.77,94.75,Standard,wine,Sparkling,White,France,"{458,-4397}"
d7tg6n-004,26,French Champagnes-Bottles,Charles Heidsieck British Cuvee,1959,8.88,95.91,Standard,wine,Sparkling,White,France,"{466,-4457}"
d7tg6n-004,56,French Champagnes-Bottles,Mumm's Cordon Rouge Brut,1959,8.89,97.82,Standard,wine,Sparkling,White,France,"{462,-4501}"
d7tg6n-004,8,French Champagnes-Bottles,Moet Dry Imperial,1959,8.9,96.12,Standard,wine,Sparkling,White,France,"{466,-4557}"
d7tg6n-004,106,French Champagnes-Bottles,Piper Heidsieck Brut,1959,8.99,97.09,Standard,wine,Sparkling,White,France,"{462,-4621}"
d7tg6n-004,106,French Champagnes-Bottles,Bollinger Brut,1959,9.35,100.98,Standard,wine,Sparkling,White,France,"{458,-4673}"
d7tg6n-004,9,French Champagnes-Bottles,Pol Roger Brut,1959,9.5,102.6,Standard,wine,Sparkling,White,France,"{466,-4729}"
d7tg6n-004,90,French Champagnes-Bottles,Krug Extra Sec,1955,9.59,103.6,Standard,wine,Sparkling,White,France,"{462,-4785}"
d7tg6n-004,34,French Champagnes-Bottles,Louis Roederer Brut,1959,9.6,103.75,Standard,wine,Sparkling,White,France,"{466,-4845}"
d7tg6n-004,23,French Champagnes-Bottles,Mumm's Cordon Rouge Rose,1955,9.99,109.88,Standard,wine,Sparkling,Rosé,France,"{458,-4893}"
d7tg6n-004,54,French Champagnes-Bottles,Bollinger Brut,1955,10,108,Standard,wine,Sparkling,White,France,"{458,-4944}"
d7tg6n-004,69,French Champagnes-Bottles,Louis Roederer Rose,1953,11.5,124,Standard,wine,Sparkling,Rosé,France,"{458,-5004}"
d7tg6n-004,20,French Champagnes-Bottles,Laurent Perrier Grand Siecle,1955,12.4,133.92,Standard,wine,Sparkling,White,France,"{458,-5056}"
d7tg6n-004,29,French Champagnes-Bottles,Moet & Chandon Dom Perignon,1959,13,140.44,Standard,wine,Sparkling,White,France,"{454,-5112}"
d7tg6n-004,30,French Champagnes-Jeraboams,Mumm's Cordon Rouge Brut,0,31.98,87.95,Jeroboam,wine,Sparkling,White,France,"{2122,-4976}"
d7tg6n-004,76,French Champagnes-Jeraboams,Moet & Chandon Imperial,1959,36.77,99.28,Jeroboam,wine,Sparkling,White,France,"{2110,-5028}"
d7tg6n-004,5,French Champagnes-Jeraboams,Bollinger Brut,1953,42.9,0,Jeroboam,wine,Still,Red,France,"{2114,-5088}"
d7tg6n-004,21,French Champagnes-Magnums,Marcel Pere Et Fils Brut,1959,10.75,57.25,Magnum,wine,Sparkling,White,France,"{2110,-3886}"
d7tg6n-004,143,French Champagnes-Magnums,Ayala Gold Label Brut,1959,11.95,65.5,Magnum,wine,Sparkling,White,France,"{2118,-3942}"
d7tg6n-004,38,French Champagnes-Magnums,Moet & Chandon Imperial Brut,0,14.42,77.87,Magnum,wine,Sparkling,White,France,"{2122,-4002}"
d7tg6n-004,107,French Champagnes-Magnums,Cour Royal Brut,0,14.75,79.5,Magnum,wine,Sparkling,White,France,"{2122,-4050}"
d7tg6n-004,17,French Champagnes-Magnums,Krug Brut Reserve Private Cuvee,0,16.7,90.2,Magnum,wine,Sparkling,White,France,"{2122,-4098}"
d7tg6n-004,6,French Champagnes-Magnums,Bollinger Brut,0,15.45,83.43,Magnum,wine,Sparkling,White,France,"{2126,-4150}"
d7tg6n-004,65,French Champagnes-Magnums,Mumm's Cordon Rouge Brut,0,15.45,84.95,Magnum,wine,Sparkling,White,France,"{2118,-4210}"
d7tg6n-004,79,French Champagnes-Magnums,Piper Heidsieck Cuvee Brut,0,15.7,84.78,Magnum,wine,Sparkling,White,France,"{2122,-4266}"
d7tg6n-004,46,French Champagnes-Magnums,Mumm's Cordon Rouge Brut,1959,18.37,101.04,Magnum,wine,Sparkling,White,France,"{2118,-4317}"
d7tg6n-004,132,French Champagnes-Magnums,Bollinger Brut,1959,19.5,105.31,Magnum,wine,Sparkling,White,France,"{2118,-4377}"
d7tg6n-004,53,French Champagnes-Magnums,Louis Roederer Brut,1955,19.85,107,Magnum,wine,Sparkling,White,France,"{2114,-4437}"
d7tg6n-004,57,French Champagnes-Magnums,Krug Extra Sec,1953,20.95,113.13,Magnum,wine,Sparkling,White,France,"{2114,-4481}"
d7tg6n-004,27,French Champagnes-Magnums,Moet & Chandon Dom Perignon,1959,27,145.8,Magnum,wine,Sparkling,White,France,"{2106,-4537}"
d7tg6n-004,74,French Champagnes-Magnums,Taittinger Blanc de Blancs,1959,28.35,156.49,Standard,wine,Sparkling,White,France,"{2118,-4597}"
d7v88n-004,-1,American Champagnes,Taylor's,0,3.95,42.66,Standard,wine,Sparkling,White,United States of America,"{680,-3100}"
d7v88n-004,-1,American Champagnes,Great Western,0,4.35,46.98,Standard,wine,Sparkling,White,United States of America,"{660,-3140}"
d7v88n-004,-1,American Champagnes,Christian Brothers,0,3.95,42.5,Standard,wine,Sparkling,White,United States of America,"{663,-3211}"
d7v88n-004,-1,Champagne for Parties,Ayala,1947,6.95,75.45,Standard,wine,Sparkling,White,France,"{2448,-1446}"
d7v88n-004,-1,Champagne for Parties,Bollinger Brut,0,6.94,74.95,Standard,wine,Sparkling,White,France,"{2445,-1510}"
d7v88n-004,-1,Champagne for Parties,Bollinger Brut,1952,8.79,94.95,Standard,wine,Sparkling,White,France,"{2445,-1577}"
d7v88n-004,-1,Champagne for Parties,Clicquot,1949,8.98,97.06,Standard,wine,Sparkling,White,France,"{2445,-1641}"
d7v88n-004,-1,Champagne for Parties,Duminy Brut,0,4.9,53.5,Standard,wine,Sparkling,White,France,"{2438,-1695}"
d7v88n-004,-1,Champagne for Parties,Duminy,1949,5.9,64.9,Standard,wine,Sparkling,White,France,"{2441,-1759}"
d7v88n-004,-1,Champagne for Parties,Duminy Extra Dry,0,3.89,45.95,Standard,wine,Sparkling,White,France,"{1714,-1786}"
d7v88n-004,-1,Champagne for Parties,Charles Heidsieck Brut,0,6.37,72.28,Standard,wine,Sparkling,White,France,"{2441,-1823}"
d7v88n-004,-1,Champagne for Parties,Duminy Extra Dry,0,7.78,45.95,Magnum,wine,Sparkling,White,France,"{524,-1867}"
d7v88n-004,-1,Champagne for Parties,Charles Heidsieck,1953,8.56,91.89,Standard,wine,Sparkling,White,France,"{2438,-1887}"
d7v88n-004,-1,Champagne for Parties,J & B Sarcey,1949,6.89,74.25,Standard,wine,Sparkling,White,France,"{2441,-1944}"
d7v88n-004,-1,Champagne for Parties,Duminy Extra Dry,0,2.05,47.95,Half Bottle,wine,Sparkling,White,France,"{538,-1948}"
d7v88n-004,-1,Champagne for Parties,Krug Brut Reserve,0,6.95,75.06,Standard,wine,Sparkling,White,France,"{2438,-2012}"
d7v88n-004,-1,Champagne for Parties,Krug,1949,10,108,Standard,wine,Sparkling,White,France,"{2435,-2069}"
d7v88n-004,-1,Champagne for Parties,Lanson,1952,8.9,96.12,Standard,wine,Sparkling,White,France,"{2435,-2133}"
